MNET_SHORTNAME,NWSFIREZONE,ELEV_DEM,TIMEZONE,SGID,SHORTNAME,ELEVATION,STID,WIMS_ID,GACC,MNET_LONGNAME,STATUS,LONGITUDE,COUNTY,STATE,CWA,NWSZONE,ID,MNET_ID,NAME,COUNTRY,RESTRICTED,LATITUDE,PERIOD_OF_RECORD.start,PERIOD_OF_RECORD.end,SENSOR_VARIABLES.wind_speed.wind_speed_1.position,SENSOR_VARIABLES.wind_speed.wind_speed_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.wind_speed.wind_speed_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.air_temp.air_temp_1.position,SENSOR_VARIABLES.air_temp.air_temp_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.air_temp.air_temp_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.solar_radiation.solar_radiation_1.position,SENSOR_VARIABLES.solar_radiation.solar_radiation_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.solar_radiation.solar_radiation_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.wind_gust.wind_gust_1.position,SENSOR_VARIABLES.wind_gust.wind_gust_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.wind_gust.wind_gust_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.volt.volt_1.position,SENSOR_VARIABLES.volt.volt_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.volt.volt_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.wind_direction.wind_direction_1.position,SENSOR_VARIABLES.wind_direction.wind_direction_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.wind_direction.wind_direction_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.relative_humidity.relative_humidity_1.position,SENSOR_VARIABLES.relative_humidity.relative_humidity_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.relative_humidity.relative_humidity_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.pressure.pressure_1.position,SENSOR_VARIABLES.pressure.pressure_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.pressure.pressure_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.altimeter.altimeter_1.position,SENSOR_VARIABLES.altimeter.altimeter_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.altimeter.altimeter_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.precip_accum_ten_minute.precip_accum_ten_minute_1.position,SENSOR_VARIABLES.precip_accum_ten_minute.precip_accum_ten_minute_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.precip_accum_ten_minute.precip_accum_ten_minute_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.fuel_temp.fuel_temp_1.position,SENSOR_VARIABLES.fuel_temp.fuel_temp_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.fuel_temp.fuel_temp_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.precip_accum_one_hour.precip_accum_one_hour_1.position,SENSOR_VARIABLES.precip_accum_one_hour.precip_accum_one_hour_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.precip_accum_one_hour.precip_accum_one_hour_1.PERIOD_OF_RECORD.end
SDGE,SGX250,2772.3,America/Los_Angeles,SC11,SDGE,2776,POTSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.576878,San Diego,CA,SGX,CA050,28722,139,Potrero,US,False,32.606357,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,,,,6.1,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,,2019-10-17T23:53:00Z,2022-04-28T21:30:00Z,6.1,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,,,,,,,,,,,,,,,
SDGE,SGX258,4120.7,America/Los_Angeles,SC11,SDGE,4116,RCHSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.50926,San Diego,CA,SGX,CA058,28723,139,Ranchita,US,False,33.21024,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2020-05-12T15:20:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2020-05-12T18:13:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX243,488.8,America/Los_Angeles,SC08,SDGE,489,MIGSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.98091,San Diego,CA,SGX,CA043,28724,139,San Miguel,US,False,32.68478,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-01-02T00:00:00Z,2019-10-25T20:20:00Z,6.1,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,,2019-10-25T23:13:00Z,2022-04-28T21:30:00Z,6.1,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-02T00:00:00Z,2013-03-01T22:20:00Z,2,2010-01-02T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,1204.1,America/Los_Angeles,SC08,SDGE,1213,TLGSD,,SOCC,San Diego Gas and Electric,ACTIVE,-117.48515,San Diego,CA,SGX,CA050,28725,139,Talega,US,False,33.47846,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2020-08-26T20:05:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,1453.4,America/Los_Angeles,SC08,SDGE,1454,VLCSD,,SOCC,San Diego Gas and Electric,ACTIVE,-117.00765,San Diego,CA,SGX,CA050,28726,139,Valley Center,US,False,33.23567,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,741.5,America/Los_Angeles,SC08,SDGE,750,COCSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.89553,San Diego,CA,SGX,CA050,28727,139,Los Coches,US,False,32.85100,2010-08-04T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-04T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-04T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-04T00:00:00Z,2013-03-03T21:10:00Z,6.1,2010-08-04T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-08-04T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-04T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-04T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-04T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX243,259.2,America/Los_Angeles,SC08,SDGE,249,RSFSD,,SOCC,San Diego Gas and Electric,ACTIVE,-117.18956,San Diego,CA,SGX,CA043,28728,139,Rancho Santa Fe,US,False,33.03333,2010-01-27T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-01-27T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-27T00:00:00Z,2022-04-28T21:30:00Z,,,,6.1,2010-01-27T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-01-27T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-27T00:00:00Z,2022-04-28T21:30:00Z,,,,,,,,,,,,,,,
SDGE,PSR232,652.9,America/Los_Angeles,SC11,SDGE,636,IMPSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.03765,Imperial,CA,PSR,CA562,28729,139,Imperial Valley,US,False,32.74489,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX262,3211.9,America/Los_Angeles,SC11,SDGE,3218,IKPSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.11834,San Diego,CA,SGX,CA062,28730,139,In Ko Pah,US,False,32.63601,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2020-05-19T15:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2020-05-19T19:05:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,1040,America/Los_Angeles,SC08,SDGE,1040,JAMSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.86987,San Diego,CA,SGX,CA050,28731,139,Jamul,US,False,32.71391,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2019-10-08T23:50:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-10-09T00:03:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,1023.6,America/Los_Angeles,SC08,SDGE,1021,SYCSD,,SOCC,San Diego Gas and Electric,ACTIVE,-117.02959,San Diego,CA,SGX,CA050,28732,139,Sycamore Canyon,US,False,32.91468,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,433.1,America/Los_Angeles,SC08,SDGE,436,ELMSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.89600,San Diego,CA,SGX,CA050,28733,139,El Monte Road,US,False,32.86707,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,675.9,America/Los_Angeles,SC08,SDGE,670,RIOSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.88113,San Diego,CA,SGX,CA050,28734,139,Rios Canyon,US,False,32.84329,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX258,3543.3,America/Los_Angeles,SC11,SDGE,3539,TDSSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.34693,San Diego,CA,SGX,CA058,28735,139,Tierra Del Sol,US,False,32.64455,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-10-29T16:25:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,1479.7,America/Los_Angeles,SC08,SDGE,1482,CSTSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.85432,San Diego,CA,SGX,CA050,28736,139,Crest,US,False,32.81150,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-13T23:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2020-05-19T22:05:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:00:00Z,,,,,,,,,
SDGE,SGX258,3093.8,America/Los_Angeles,SC11,SDGE,3090,MORSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.51244,San Diego,CA,SGX,CA058,28737,139,Morena,US,False,32.68833,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2020-04-27T15:00:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2020-04-27T18:13:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,
SDGE,SGX250,981,America/Los_Angeles,SC08,SDGE,991,HARSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.82888,San Diego,CA,SGX,CA050,28738,139,Harbison Canyon,US,False,32.82225,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2020-04-07T16:23:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,1164.7,America/Los_Angeles,SC08,SDGE,1168,BVYSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.84305,San Diego,CA,SGX,CA050,28739,139,Blossom Valley,US,False,32.86780,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,
SDGE,SGX250,1729,America/Los_Angeles,SC08,SDGE,1731,SPPSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.78931,San Diego,CA,SGX,CA050,28740,139,Spangler Peak,US,False,32.99733,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2020-05-14T20:13:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,1322.2,America/Los_Angeles,SC08,SDGE,1316,BNASD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.87602,San Diego,CA,SGX,CA050,28741,139,Barona,US,False,32.93442,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-04T19:40:00Z,,,,,,,,,
SDGE,SGX250,524.9,America/Los_Angeles,SC08,SDGE,533,SVCSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.95211,San Diego,CA,SGX,CA050,28742,139,San Vicente,US,False,32.91248,2010-01-22T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-01-22T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-22T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-01-22T00:00:00Z,2013-03-01T22:20:00Z,6.1,2010-01-22T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-01-22T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-22T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-22T00:00:00Z,2013-03-01T22:20:00Z,2,2010-01-22T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,1499.3,America/Los_Angeles,SC08,SDGE,1505,ARHSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.95927,San Diego,CA,SGX,CA050,28743,139,Archie Moore,US,False,33.04025,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,,,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,1361.5,America/Los_Angeles,SC08,SDGE,1365,HVYSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.93604,San Diego,CA,SGX,CA050,28744,139,Highland Valley,US,False,33.02931,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-01-02T00:00:00Z,2013-03-01T22:20:00Z,6.1,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-02T00:00:00Z,2013-03-01T22:20:00Z,2,2010-01-02T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,1601,America/Los_Angeles,SC08,SDGE,1602,MGRSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.90868,San Diego,CA,SGX,CA050,28745,139,Mussey Grade,US,False,32.98635,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-01-25T00:00:00Z,2013-03-14T19:10:00Z,6.1,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-25T00:00:00Z,2013-03-01T22:20:00Z,2,2010-01-25T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,1692.9,America/Los_Angeles,SC08,SDGE,1694,CGDSD,,SOCC,San Diego Gas and Electric,ACTIVE,-117.01553,San Diego,CA,SGX,CA050,28746,139,Cole Grade,US,False,33.28464,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-01-25T00:00:00Z,2019-12-10T21:30:00Z,6.1,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,,2019-12-11T00:13:00Z,2022-04-28T21:30:00Z,6.1,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-25T00:00:00Z,2013-03-01T22:20:00Z,2,2010-01-25T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,1286.1,America/Los_Angeles,SC08,SDGE,1304,LLCSD,,SOCC,San Diego Gas and Electric,ACTIVE,-117.069299,San Diego,CA,SGX,CA050,28747,139,Lilac,US,False,33.277111,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-01-02T00:00:00Z,2019-12-10T18:00:00Z,6.1,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,,2019-12-11T19:23:00Z,2022-04-28T21:30:00Z,6.1,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-02T00:00:00Z,2013-03-01T22:20:00Z,2,2010-01-02T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,2345.8,America/Los_Angeles,SC11,SDGE,2337,VJSSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.70622,San Diego,CA,SGX,CA050,28748,139,Viejas,US,False,32.84547,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,1820.9,America/Los_Angeles,SC08,SDGE,1835,PVDSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.73408,San Diego,CA,SGX,CA050,28749,139,Palo Verde,US,False,32.81310,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2019-10-24T23:40:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-10-25T00:23:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,
