MNET_SHORTNAME,NWSFIREZONE,ELEV_DEM,TIMEZONE,SGID,SHORTNAME,ELEVATION,STID,WIMS_ID,GACC,MNET_LONGNAME,STATUS,LONGITUDE,COUNTY,STATE,CWA,NWSZONE,ID,MNET_ID,NAME,COUNTRY,RESTRICTED,LATITUDE,PERIOD_OF_RECORD.start,PERIOD_OF_RECORD.end,SENSOR_VARIABLES.wind_speed.wind_speed_1.position,SENSOR_VARIABLES.wind_speed.wind_speed_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.wind_speed.wind_speed_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.air_temp.air_temp_1.position,SENSOR_VARIABLES.air_temp.air_temp_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.air_temp.air_temp_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.solar_radiation.solar_radiation_1.position,SENSOR_VARIABLES.solar_radiation.solar_radiation_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.solar_radiation.solar_radiation_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.wind_gust.wind_gust_1.position,SENSOR_VARIABLES.wind_gust.wind_gust_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.wind_gust.wind_gust_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.volt.volt_1.position,SENSOR_VARIABLES.volt.volt_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.volt.volt_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.wind_direction.wind_direction_1.position,SENSOR_VARIABLES.wind_direction.wind_direction_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.wind_direction.wind_direction_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.relative_humidity.relative_humidity_1.position,SENSOR_VARIABLES.relative_humidity.relative_humidity_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.relative_humidity.relative_humidity_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.pressure.pressure_1.position,SENSOR_VARIABLES.pressure.pressure_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.pressure.pressure_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.altimeter.altimeter_1.position,SENSOR_VARIABLES.altimeter.altimeter_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.altimeter.altimeter_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.precip_accum_ten_minute.precip_accum_ten_minute_1.position,SENSOR_VARIABLES.precip_accum_ten_minute.precip_accum_ten_minute_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.precip_accum_ten_minute.precip_accum_ten_minute_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.fuel_temp.fuel_temp_1.position,SENSOR_VARIABLES.fuel_temp.fuel_temp_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.fuel_temp.fuel_temp_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.precip_accum_one_hour.precip_accum_one_hour_1.position,SENSOR_VARIABLES.precip_accum_one_hour.precip_accum_one_hour_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.precip_accum_one_hour.precip_accum_one_hour_1.PERIOD_OF_RECORD.end
SDGE,SGX250,1804.5,America/Los_Angeles,SC11,SDGE,1806,CRVSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.72300,San Diego,CA,SGX,CA050,28750,139,Carveacre,US,False,32.78356,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,
SDGE,SGX250,1433.7,America/Los_Angeles,SC08,SDGE,1438,ESCSD,,SOCC,San Diego Gas and Electric,ACTIVE,-117.05148,San Diego,CA,SGX,CA050,28751,139,Escondido,US,False,33.17157,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-10-17T23:53:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,1683.1,America/Los_Angeles,SC08,SDGE,1686,LKWSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.99561,San Diego,CA,SGX,CA050,28752,139,Lake Wohlford,US,False,33.17818,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2020-05-03T20:40:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2020-05-04T15:53:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,2509.8,America/Los_Angeles,SC08,SDGE,2517,WCKSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.73794,San Diego,CA,SGX,CA050,28753,139,Witch Creek,US,False,33.07272,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX258,3697.5,America/Los_Angeles,SC11,SDGE,3706,BOCSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.63668,San Diego,CA,SGX,CA058,28754,139,Boulder Creek,US,False,32.94035,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-10-09T23:23:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,
SDGE,SGX258,3333.3,America/Los_Angeles,SC11,SDGE,3342,MGDSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.75928,San Diego,CA,SGX,CA058,28755,139,Mesa Grande,US,False,33.16760,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-10-09T23:43:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX258,4114.2,America/Los_Angeles,SC11,SDGE,4088,CWDSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.368300,San Diego,CA,SGX,CA058,28756,139,Crestwood,US,False,32.700800,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX258,5032.8,America/Los_Angeles,SC11,SDGE,5037,LAGSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.47223,San Diego,CA,SGX,CA058,28757,139,Laguna,US,False,32.84530,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2020-08-13T16:03:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-04T19:40:00Z,,,,,,,,,
SDGE,SGX258,4025.6,America/Los_Angeles,SC11,SDGE,4010,SRHSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.50830,San Diego,CA,SGX,CA058,28758,139,Sunrise Hwy,US,False,32.80849,2010-01-23T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-01-23T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-23T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-01-23T00:00:00Z,2013-03-14T19:10:00Z,6.1,2010-01-23T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-01-23T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-23T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-23T00:00:00Z,2013-03-01T22:20:00Z,2,2010-01-23T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX258,2437.7,America/Los_Angeles,SC11,SDGE,2433,CPOSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.49292,San Diego,CA,SGX,CA058,28759,139,Campo,US,False,32.59898,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-01-02T00:00:00Z,2013-03-14T19:10:00Z,6.1,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T19:43:00Z,2022-04-28T21:30:00Z,6.1,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-02T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-02T00:00:00Z,2013-03-01T22:20:00Z,2,2010-01-02T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,2598.4,America/Los_Angeles,SC08,SDGE,2635,RPOSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.63145,San Diego,CA,SGX,CA050,28760,139,Round Potrero,US,False,32.64791,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2019-10-17T17:50:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-10-19T00:03:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,2299.9,America/Los_Angeles,SC11,SDGE,2302,WPTSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.61333,San Diego,CA,SGX,CA050,28761,139,West Potrero,US,False,32.61225,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2020-05-04T18:13:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,2378.6,America/Los_Angeles,SC08,SDGE,2385,DHVSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.76221,San Diego,CA,SGX,CA050,28762,139,Deerhorn Valley,US,False,32.68695,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2020-04-29T21:40:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2020-04-29T23:43:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,1801.2,America/Los_Angeles,SC08,SDGE,1818,LLDSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.78876,San Diego,CA,SGX,CA050,28763,139,Loveland,US,False,32.80831,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2020-05-07T21:35:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,1581.4,America/Los_Angeles,SC08,SDGE,1585,LSVSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.82352,San Diego,CA,SGX,CA050,28764,139,Lawson Valley,US,False,32.73594,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,754.6,America/Los_Angeles,SC08,SDGE,762,DEHSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.83534,San Diego,CA,SGX,CA050,28765,139,Dehesa,US,False,32.78691,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-01-25T00:00:00Z,2013-03-14T19:10:00Z,6.1,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-25T00:00:00Z,2022-04-28T21:30:00Z,2,2010-01-25T00:00:00Z,2013-03-01T22:20:00Z,2,2010-01-25T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX554,1086,America/Los_Angeles,SC08,SDGE,1080,ORTSD,,SOCC,San Diego Gas and Electric,ACTIVE,-117.51384,Orange,CA,SGX,CA554,28766,139,Ortega,US,False,33.56957,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,1276.2,America/Los_Angeles,SC08,SDGE,1292,PTMSD,,SOCC,San Diego Gas and Electric,ACTIVE,-117.08186,San Diego,CA,SGX,CA050,28767,139,Pala Temecula,US,False,33.41921,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2020-05-06T18:43:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,613.5,America/Los_Angeles,SC08,SDGE,606,DLZSD,,SOCC,San Diego Gas and Electric,ACTIVE,-117.29733,San Diego,CA,SGX,CA050,28768,139,De Luz,US,False,33.45840,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-09-12T14:23:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,1056.4,America/Los_Angeles,SC08,SDGE,1058,RNBSD,,SOCC,San Diego Gas and Electric,ACTIVE,-117.14413,San Diego,CA,SGX,CA050,28769,139,Rainbow,US,False,33.41892,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2020-05-06T19:00:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2020-05-06T22:43:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
SDGE,SGX250,1768.4,America/Los_Angeles,SC08,SDGE,1752,RBHSD,,SOCC,San Diego Gas and Electric,ACTIVE,-117.12369,San Diego,CA,SGX,CA050,28770,139,Rainbow Heights,US,False,33.40561,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,,2019-10-28T19:53:00Z,2022-04-28T21:30:00Z,6.1,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2022-04-28T21:30:00Z,2,2010-08-10T00:00:00Z,2013-03-01T22:20:00Z,2,2010-08-10T00:00:00Z,2013-03-14T19:10:00Z,,,,,,,,,
