MNET_SHORTNAME,NWSFIREZONE,ELEV_DEM,TIMEZONE,SGID,SHORTNAME,ELEVATION,STID,WIMS_ID,GACC,MNET_LONGNAME,STATUS,LONGITUDE,COUNTY,STATE,CWA,NWSZONE,ID,MNET_ID,NAME,COUNTRY,RESTRICTED,LATITUDE,PERIOD_OF_RECORD.start,PERIOD_OF_RECORD.end,SENSOR_VARIABLES.wind_speed.wind_speed_1.position,SENSOR_VARIABLES.wind_speed.wind_speed_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.wind_speed.wind_speed_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.air_temp.air_temp_1.position,SENSOR_VARIABLES.air_temp.air_temp_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.air_temp.air_temp_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.solar_radiation.solar_radiation_1.position,SENSOR_VARIABLES.solar_radiation.solar_radiation_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.solar_radiation.solar_radiation_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.wind_gust.wind_gust_1.position,SENSOR_VARIABLES.wind_gust.wind_gust_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.wind_gust.wind_gust_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.relative_humidity.relative_humidity_1.position,SENSOR_VARIABLES.relative_humidity.relative_humidity_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.relative_humidity.relative_humidity_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.wind_direction.wind_direction_1.position,SENSOR_VARIABLES.wind_direction.wind_direction_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.wind_direction.wind_direction_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.volt.volt_1.position,SENSOR_VARIABLES.volt.volt_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.volt.volt_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.fuel_temp.fuel_temp_1.position,SENSOR_VARIABLES.fuel_temp.fuel_temp_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.fuel_temp.fuel_temp_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.pressure.pressure_1.position,SENSOR_VARIABLES.pressure.pressure_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.pressure.pressure_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.precip_accum.precip_accum_1.position,SENSOR_VARIABLES.precip_accum.precip_accum_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.precip_accum.precip_accum_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.precip_accum_five_minute.precip_accum_five_minute_1.position,SENSOR_VARIABLES.precip_accum_five_minute.precip_accum_five_minute_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.precip_accum_five_minute.precip_accum_five_minute_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.precip_accum_one_minute.precip_accum_one_minute_1.position,SENSOR_VARIABLES.precip_accum_one_minute.precip_accum_one_minute_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.precip_accum_one_minute.precip_accum_one_minute_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.fuel_moisture.fuel_moisture_1.position,SENSOR_VARIABLES.fuel_moisture.fuel_moisture_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.fuel_moisture.fuel_moisture_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.precip_accum_one_hour.precip_accum_one_hour_1.position,SENSOR_VARIABLES.precip_accum_one_hour.precip_accum_one_hour_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.precip_accum_one_hour.precip_accum_one_hour_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.altimeter.altimeter_1.position,SENSOR_VARIABLES.altimeter.altimeter_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.altimeter.altimeter_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.precip_accum_ten_minute.precip_accum_ten_minute_1.position,SENSOR_VARIABLES.precip_accum_ten_minute.precip_accum_ten_minute_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.precip_accum_ten_minute.precip_accum_ten_minute_1.PERIOD_OF_RECORD.end
SC-EDISON,LOX358,702.1,America/Los_Angeles,SC08,SC-EDISON,694,SE469,,SOCC,Southern California Edison,ACTIVE,-118.83223,Ventura,CA,LOX,CA358,101131,231,SCE Toms Canyon,US,False,34.41538,2019-10-17T19:12:00Z,2022-06-01T09:10:00Z,,2019-10-17T19:12:00Z,2022-06-01T09:10:00Z,,2019-10-17T19:12:00Z,2022-06-01T09:10:00Z,,2019-10-17T19:12:00Z,2022-06-01T09:10:00Z,,2019-10-17T19:12:00Z,2022-06-01T09:10:00Z,,2019-10-17T19:12:00Z,2022-06-01T09:10:00Z,,2019-10-17T19:12:00Z,2022-06-01T09:10:00Z,,2019-10-17T19:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX358,564.3,America/Los_Angeles,SC08,SC-EDISON,561,SE470,,SOCC,Southern California Edison,ACTIVE,-119.16873,Ventura,CA,LOX,CA358,101133,231,SCE Aliso Canyon,US,False,34.35591,2019-11-07T18:52:00Z,2022-06-01T09:10:00Z,,2019-11-07T18:52:00Z,2022-06-01T09:10:00Z,,2019-11-07T18:52:00Z,2022-06-01T09:10:00Z,,2019-11-07T18:52:00Z,2022-06-01T09:10:00Z,,2019-11-07T18:52:00Z,2022-06-01T09:10:00Z,,2019-11-07T18:52:00Z,2022-06-01T09:10:00Z,,2019-11-07T18:52:00Z,2022-06-01T09:10:00Z,,2019-11-07T18:52:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX363,1476.4,America/Los_Angeles,SC08,SC-EDISON,1466,SE471,,SOCC,Southern California Edison,ACTIVE,-118.87595,Los Angeles,CA,LOX,CA363,101135,231,SCE Encinal Canyon Rd,US,False,34.06913,2019-10-18T22:12:00Z,2022-06-01T09:10:00Z,,2019-10-18T22:12:00Z,2022-06-01T09:10:00Z,,2019-10-18T22:12:00Z,2022-06-01T09:10:00Z,,2019-10-18T22:12:00Z,2022-06-01T09:10:00Z,,2019-10-18T22:12:00Z,2022-06-01T09:10:00Z,,2019-10-18T22:12:00Z,2022-06-01T09:10:00Z,,2019-10-18T22:12:00Z,2022-06-01T09:10:00Z,,2019-10-18T22:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX363,1499.3,America/Los_Angeles,SC08,SC-EDISON,1504,SE472,,SOCC,Southern California Edison,ACTIVE,-118.94152,Ventura,CA,LOX,CA363,101141,231,SCE Yellow Hill,US,False,34.07748,2019-10-21T16:12:00Z,2022-06-01T09:10:00Z,,2019-10-21T16:12:00Z,2022-06-01T09:10:00Z,,2019-10-21T16:12:00Z,2022-06-01T09:10:00Z,,2019-10-21T16:12:00Z,2022-06-01T09:10:00Z,,2019-10-21T16:12:00Z,2022-06-01T09:10:00Z,,2019-10-21T16:12:00Z,2022-06-01T09:10:00Z,,2019-10-21T16:12:00Z,2022-06-01T09:10:00Z,,2019-10-21T16:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX363,616.8,America/Los_Angeles,SC08,SC-EDISON,581,SE473,,SOCC,Southern California Edison,ACTIVE,-118.63911,Los Angeles,CA,LOX,CA363,101165,231,SCE Las Flores Canyon Rd,US,False,34.05592,2019-10-22T01:12:00Z,2022-06-01T09:10:00Z,,2019-10-22T01:12:00Z,2022-06-01T09:10:00Z,,2019-10-22T01:12:00Z,2022-06-01T09:10:00Z,,2019-10-22T01:12:00Z,2022-06-01T09:10:00Z,,2019-10-22T01:12:00Z,2022-06-01T09:10:00Z,,2019-10-22T01:12:00Z,2022-06-01T09:10:00Z,,2019-10-22T01:12:00Z,2022-06-01T09:10:00Z,,2019-10-22T01:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX359,1758.5,America/Los_Angeles,SC08,SC-EDISON,1734,SE474,,SOCC,Southern California Edison,ACTIVE,-118.68987,Ventura,CA,LOX,CA359,101171,231,SCE Roca Ave,US,False,34.22020,2019-10-22T16:12:00Z,2022-06-01T09:10:00Z,,2019-10-22T16:12:00Z,2022-06-01T09:10:00Z,,2019-10-22T16:12:00Z,2022-06-01T09:10:00Z,,2019-10-22T16:12:00Z,2022-06-01T09:10:00Z,,2019-10-22T16:12:00Z,2022-06-01T09:10:00Z,,2019-10-22T16:12:00Z,2022-06-01T09:10:00Z,,2019-10-22T16:12:00Z,2022-06-01T09:10:00Z,,2019-10-22T16:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX363,1893,America/Los_Angeles,SC08,SC-EDISON,1913,SE475,,SOCC,Southern California Edison,ACTIVE,-118.78365,Los Angeles,CA,LOX,CA363,103852,231,SCE Latigo Canyon Rd,US,False,34.07239,2019-10-22T19:12:00Z,2022-06-01T09:10:00Z,,2019-10-22T19:12:00Z,2022-06-01T09:10:00Z,,2019-10-22T19:12:00Z,2022-06-01T09:10:00Z,,2019-10-22T19:12:00Z,2022-06-01T09:10:00Z,,2019-10-22T19:12:00Z,2022-06-01T09:10:00Z,,2019-10-22T19:12:00Z,2022-06-01T09:10:00Z,,2019-10-22T19:12:00Z,2022-06-01T09:10:00Z,,2019-10-22T19:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,SGX248,971.1,America/Los_Angeles,SC08,SC-EDISON,957,SE476,,SOCC,Southern California Edison,ACTIVE,-117.48135,Riverside,CA,SGX,CA048,103896,231,SCE Dawson Canyon Rd,US,False,33.78379,2019-10-26T22:12:00Z,2022-06-01T09:10:00Z,,2019-10-26T22:12:00Z,2022-06-01T09:10:00Z,,2019-10-26T22:12:00Z,2022-06-01T09:10:00Z,,2019-10-26T22:12:00Z,2022-06-01T09:10:00Z,,2019-10-26T22:12:00Z,2022-06-01T09:10:00Z,,2019-10-26T22:12:00Z,2022-06-01T09:10:00Z,,2019-10-26T22:12:00Z,2022-06-01T09:10:00Z,,2019-10-26T22:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX054,1427.2,America/Los_Angeles,SC09,SC-EDISON,1395,SE477,,SOCC,Southern California Edison,ACTIVE,-117.85681,Los Angeles,CA,LOX,CA054,103913,231,SCE San Gabriel Reservoir,US,False,34.20579,2019-10-29T04:14:00Z,2022-06-01T09:10:00Z,,2019-10-29T04:14:00Z,2022-06-01T09:10:00Z,,2019-10-29T04:14:00Z,2022-06-01T09:10:00Z,,2019-10-29T04:14:00Z,2022-06-01T09:10:00Z,,2019-10-29T04:14:00Z,2022-06-01T09:10:00Z,,2019-10-29T04:14:00Z,2022-06-01T09:10:00Z,,2019-10-29T04:14:00Z,2022-06-01T09:10:00Z,,2019-10-29T04:14:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,HNX596,2893.7,America/Los_Angeles,SC03,SC-EDISON,2886,SE478,,SOCC,Southern California Edison,ACTIVE,-118.54300,Kern,CA,HNX,CA334,103914,231,SCE Tehachapi Loop,US,False,35.20422,2019-10-29T22:12:00Z,2022-06-01T09:10:00Z,,2019-10-29T22:12:00Z,2022-06-01T09:10:00Z,,2019-10-29T22:12:00Z,2022-06-01T09:10:00Z,,2019-10-29T22:12:00Z,2022-06-01T09:10:00Z,,2019-10-29T22:12:00Z,2022-06-01T09:10:00Z,,2019-10-29T22:12:00Z,2022-06-01T09:10:00Z,,2019-10-29T22:12:00Z,2022-06-01T09:10:00Z,,2019-10-29T22:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,HNX591,981,America/Los_Angeles,SC04,SC-EDISON,964,SE479,,SOCC,Southern California Edison,ACTIVE,-118.82379,Tulare,CA,HNX,CA319,103947,231,SCE Highway 190,US,False,36.12382,2019-10-30T19:12:00Z,2022-06-01T09:10:00Z,,2019-10-30T19:12:00Z,2022-06-01T09:10:00Z,,2019-10-30T19:12:00Z,2022-06-01T09:10:00Z,,2019-10-30T19:12:00Z,2022-06-01T09:10:00Z,,2019-10-30T19:12:00Z,2022-06-01T09:10:00Z,,2019-10-30T19:12:00Z,2022-06-01T09:10:00Z,,2019-10-30T19:12:00Z,2022-06-01T09:10:00Z,,2019-10-30T19:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,SGX248,1948.8,America/Los_Angeles,SC11,SC-EDISON,1943,SE480,,SOCC,Southern California Edison,ACTIVE,-116.91068,Riverside,CA,SGX,CA048,103997,231,SCE Brown Canyon,US,False,33.66738,2019-11-06T07:12:00Z,2022-06-01T09:10:00Z,,2019-11-06T07:12:00Z,2022-06-01T09:10:00Z,,2019-11-06T07:12:00Z,2022-06-01T09:10:00Z,,2019-11-06T07:12:00Z,2022-06-01T09:10:00Z,,2019-11-06T07:12:00Z,2022-06-01T09:10:00Z,,2019-11-06T07:12:00Z,2022-06-01T09:10:00Z,,2019-11-06T07:12:00Z,2022-06-01T09:10:00Z,,2019-11-06T07:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX087,1453.4,America/Los_Angeles,,SC-EDISON,1465,SE481,,,Southern California Edison,ACTIVE,-118.37603,Los Angeles,CA,LOX,CA087,104263,231,SCE Krbt Station Rd,US,False,33.35977,2019-11-21T01:12:00Z,2022-06-01T09:10:00Z,,2019-11-21T01:12:00Z,2022-06-01T09:10:00Z,,2019-11-21T01:12:00Z,2022-06-01T09:10:00Z,,2019-11-21T01:12:00Z,2022-06-01T09:10:00Z,,2019-11-21T01:12:00Z,2022-06-01T09:10:00Z,,2019-11-21T01:12:00Z,2022-06-01T09:10:00Z,,2019-11-21T01:12:00Z,2022-06-01T09:10:00Z,,2019-11-21T01:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX087,351,America/Los_Angeles,,SC-EDISON,354,SE482,,,Southern California Edison,ACTIVE,-118.49236,Los Angeles,CA,LOX,CA087,104264,231,SCE Iara,US,False,33.43628,2019-11-21T01:12:00Z,2022-06-01T09:00:00Z,,2019-11-21T01:12:00Z,2022-06-01T09:00:00Z,,2019-11-21T01:12:00Z,2022-06-01T09:00:00Z,,2019-11-21T01:12:00Z,2022-06-01T09:00:00Z,,2019-11-21T01:12:00Z,2022-06-01T09:00:00Z,,2019-11-21T01:12:00Z,2022-06-01T09:00:00Z,,2019-11-21T01:12:00Z,2022-06-01T09:00:00Z,,2019-11-21T01:12:00Z,2022-06-01T09:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,SGX255,4918,America/Los_Angeles,SC10,SC-EDISON,4930,SE483,,SOCC,Southern California Edison,ACTIVE,-116.93829,San Bernardino,CA,SGX,CA055,104917,231,SCE Big Falls 2,US,False,34.09103,2019-11-22T22:12:00Z,2022-06-01T09:10:00Z,,2019-11-22T22:12:00Z,2022-06-01T09:10:00Z,,2019-11-22T22:12:00Z,2022-06-01T09:10:00Z,,2019-11-22T22:12:00Z,2022-06-01T09:10:00Z,,2019-11-22T22:12:00Z,2022-06-01T09:10:00Z,,2019-11-22T22:12:00Z,2022-06-01T09:10:00Z,,2019-11-22T22:12:00Z,2022-06-01T09:10:00Z,,2019-11-22T22:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,SGX260,4484.9,America/Los_Angeles,SC10,SC-EDISON,4490,SE484,,SOCC,Southern California Edison,ACTIVE,-116.94442,San Bernardino,CA,SGX,CA060,104944,231,SCE Sundance Rd,US,False,34.36354,2019-11-27T01:22:00Z,2022-06-01T09:10:00Z,,2019-11-27T01:22:00Z,2022-06-01T09:10:00Z,,2019-11-27T01:22:00Z,2022-06-01T09:10:00Z,,2019-11-27T01:22:00Z,2022-06-01T09:10:00Z,,2019-11-27T01:22:00Z,2022-06-01T09:10:00Z,,2019-11-27T01:22:00Z,2022-06-01T09:10:00Z,,2019-11-27T01:22:00Z,2022-06-01T09:10:00Z,,2019-11-27T01:22:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDGE,SGX243,13.1,America/Los_Angeles,SC08,SDGE,17,DJZSD,,SOCC,San Diego Gas and Electric,ACTIVE,-117.11030,San Diego,CA,SGX,CA043,104947,139,Living Coast,US,False,32.64190,2019-11-27T18:13:00Z,2022-06-01T09:10:00Z,,2019-11-27T18:13:00Z,2022-06-01T09:10:00Z,,2019-11-27T18:13:00Z,2022-06-01T09:10:00Z,,,,,2019-11-27T18:13:00Z,2022-06-01T09:10:00Z,,2019-11-27T18:13:00Z,2022-06-01T09:10:00Z,,2019-11-27T18:13:00Z,2022-06-01T09:10:00Z,,2019-11-27T18:13:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX054,1263.1,America/Los_Angeles,SC08,SC-EDISON,1209,SE485,,SOCC,Southern California Edison,ACTIVE,-117.82785,Los Angeles,CA,LOX,CA054,105129,231,SCE Big Dalton Canyon,US,False,34.15918,2019-12-09T22:12:00Z,2022-06-01T09:10:00Z,,2019-12-09T22:12:00Z,2022-06-01T09:10:00Z,,2019-12-09T22:12:00Z,2022-06-01T09:10:00Z,,2019-12-09T22:12:00Z,2022-01-04T19:50:00Z,,2019-12-09T22:12:00Z,2022-06-01T09:10:00Z,,2019-12-09T22:12:00Z,2022-06-01T09:10:00Z,,2019-12-09T22:12:00Z,2022-06-01T09:10:00Z,,2019-12-09T22:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX054,2083.3,America/Los_Angeles,SC09,SC-EDISON,2089,SE486,,SOCC,Southern California Edison,ACTIVE,-118.49880,Los Angeles,CA,LOX,CA054,105707,231,SCE Newhall Pass,US,False,34.34314,2019-12-12T01:12:00Z,2022-06-01T09:10:00Z,,2019-12-12T01:12:00Z,2022-06-01T09:10:00Z,,2019-12-12T01:12:00Z,2022-06-01T09:10:00Z,,2019-12-12T01:12:00Z,2022-06-01T09:10:00Z,,2019-12-12T01:12:00Z,2022-06-01T09:10:00Z,,2019-12-12T01:12:00Z,2022-06-01T09:10:00Z,,2019-12-12T01:12:00Z,2022-06-01T09:10:00Z,,2019-12-12T01:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPWREN,SGX258,6112.2,America/Los_Angeles,SC11,HPWREN,6093,HP019,,SOCC,High Performance Wireless Research and Education Network,ACTIVE,-116.4265,San Diego,CA,SGX,CA058,108064,81,Mt. Laguna Observatory,US,False,32.8397,2020-01-27T15:56:00Z,2022-06-01T09:05:00Z,,2020-01-27T15:56:00Z,2022-06-01T09:05:00Z,,2020-01-27T15:56:00Z,2022-06-01T09:05:00Z,,,,,2020-01-27T15:56:00Z,2022-06-01T09:05:00Z,,2020-01-27T15:56:00Z,2022-06-01T09:05:00Z,,2020-01-27T15:56:00Z,2022-06-01T09:05:00Z,,2020-02-12T14:36:00Z,2022-06-01T09:05:00Z,,,,,2020-01-27T15:56:00Z,2022-06-01T09:05:00Z,,2020-02-12T14:36:00Z,2022-06-01T09:05:00Z,,,,,,,,,,,,,,,,,,
HPWREN,SGX554,849.7,America/Los_Angeles,SC08,HPWREN,843,HP020,,SOCC,High Performance Wireless Research and Education Network,ACTIVE,-117.5974,Orange,CA,SGX,CA554,108065,81,San Clemente,US,False,33.4314,2020-01-27T15:56:00Z,2022-06-01T09:05:00Z,,2020-01-27T15:56:00Z,2022-06-01T09:05:00Z,,2020-01-27T15:56:00Z,2022-06-01T09:05:00Z,,,,,2020-01-27T15:56:00Z,2022-06-01T09:05:00Z,,2020-01-27T15:56:00Z,2022-06-01T09:05:00Z,,2020-01-27T15:56:00Z,2022-06-01T09:05:00Z,,2020-02-15T12:26:00Z,2022-04-01T14:26:00Z,,,,,2020-01-27T15:56:00Z,2022-06-01T09:05:00Z,,2020-02-15T12:26:00Z,2022-04-01T14:26:00Z,,,,,,,,,,,,,,,,,,
HPWREN,SGX552,1161.4,America/Los_Angeles,SC08,HPWREN,1152,HP022,,SOCC,High Performance Wireless Research and Education Network,ACTIVE,-117.8109,Orange,CA,SGX,CA552,108067,81,Signal Peak,US,False,33.6052,2020-01-27T15:56:00Z,2022-06-01T09:06:00Z,,2020-01-27T15:56:00Z,2022-06-01T09:06:00Z,,2020-01-27T15:56:00Z,2022-06-01T09:06:00Z,,,,,2020-01-27T15:56:00Z,2022-06-01T09:06:00Z,,2020-01-27T15:56:00Z,2022-06-01T09:06:00Z,,2020-01-27T15:56:00Z,2022-06-01T09:06:00Z,,2020-02-07T16:06:00Z,2022-06-01T09:06:00Z,,,,,2020-01-27T15:56:00Z,2022-06-01T09:06:00Z,,2020-02-07T16:06:00Z,2022-06-01T09:06:00Z,,,,,,,,,,,,,,,,,,
HPWREN,SGX554,1732.3,America/Los_Angeles,SC08,HPWREN,1713,HP023,,SOCC,High Performance Wireless Research and Education Network,ACTIVE,-117.5486,Orange,CA,SGX,CA554,108068,81,Upper Bell,US,False,33.6124,2020-01-27T15:56:00Z,2022-06-01T09:06:00Z,,2020-01-27T15:56:00Z,2022-04-02T21:36:00Z,,2020-01-27T15:56:00Z,2022-06-01T09:06:00Z,,,,,2020-01-27T15:56:00Z,2022-04-02T21:36:00Z,,2020-01-27T15:56:00Z,2022-06-01T09:06:00Z,,2020-01-27T15:56:00Z,2022-04-02T21:36:00Z,,2020-01-29T09:13:00Z,2022-05-27T00:46:00Z,,,,,2020-01-27T15:56:00Z,2022-06-01T09:06:00Z,,2020-01-29T09:13:00Z,2022-05-27T00:46:00Z,,,,,,,,,,,,,,,,,,
HPWREN,SGX257,2240.8,America/Los_Angeles,SC08,HPWREN,2172,HP024,,SOCC,High Performance Wireless Research and Education Network,ACTIVE,-117.481,Riverside,CA,SGX,CA057,108069,81,Upper Talega,US,False,33.5191,2020-01-27T15:56:00Z,2022-06-01T09:06:00Z,,2020-01-27T15:56:00Z,2022-06-01T09:06:00Z,,2020-01-27T15:56:00Z,2022-06-01T09:06:00Z,,,,,2020-01-27T15:56:00Z,2022-06-01T09:06:00Z,,2020-01-27T15:56:00Z,2022-06-01T09:06:00Z,,2020-01-27T15:56:00Z,2022-06-01T09:06:00Z,,2020-01-27T15:56:00Z,2022-06-01T09:06:00Z,,,,,2020-01-27T15:56:00Z,2022-06-01T09:06:00Z,,2020-01-27T15:56:00Z,2022-06-01T09:06:00Z,,,,,,,,,,,,,,,,,,
SC-EDISON,HNX595,2562.3,America/Los_Angeles,SC03,SC-EDISON,2538,SE487,,SOCC,Southern California Edison,ACTIVE,-118.47552,Kern,CA,HNX,CA332,108154,231,SCE Aila,US,False,35.63824,2020-02-08T01:12:00Z,2022-06-01T09:10:00Z,,2020-02-08T01:12:00Z,2022-06-01T09:10:00Z,,2020-02-08T01:12:00Z,2022-06-01T09:10:00Z,,2020-11-17T17:12:00Z,2021-02-13T00:00:00Z,,2020-02-08T01:12:00Z,2022-06-01T09:10:00Z,,2020-02-08T01:12:00Z,2022-06-01T09:10:00Z,,2020-02-08T01:12:00Z,2022-06-01T09:10:00Z,,2020-02-08T01:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,HNX594,4691.6,America/Los_Angeles,SC03,SC-EDISON,4692,SE488,,SOCC,Southern California Edison,ACTIVE,-118.53340,Tulare,CA,HNX,CA331,108238,231,SCE Mountain Hwy 99,US,False,35.97333,2020-02-11T01:12:00Z,2022-06-01T09:10:00Z,,2020-02-11T01:12:00Z,2022-06-01T09:10:00Z,,2020-02-11T01:12:00Z,2022-06-01T09:10:00Z,,2020-05-01T00:23:00Z,2021-02-13T00:00:00Z,,2020-02-11T01:12:00Z,2022-06-01T09:10:00Z,,2020-02-11T01:12:00Z,2022-06-01T09:10:00Z,,2020-02-11T01:12:00Z,2022-06-01T09:10:00Z,,2020-02-11T01:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,HNX595,7073.5,America/Los_Angeles,SC03,SC-EDISON,6823,SE489,,SOCC,Southern California Edison,ACTIVE,-118.55977,Kern,CA,HNX,CA331,108259,231,SCE Shirley Peak,US,False,35.70589,2020-02-12T19:12:00Z,2022-06-01T09:10:00Z,,2020-02-12T19:12:00Z,2022-06-01T09:10:00Z,,2020-02-12T19:12:00Z,2022-06-01T09:10:00Z,,2020-08-11T20:33:00Z,2021-02-13T00:20:00Z,,2020-02-12T19:12:00Z,2022-06-01T09:10:00Z,,2020-02-12T19:12:00Z,2022-06-01T09:10:00Z,,2020-02-12T19:12:00Z,2022-06-01T09:10:00Z,,2020-02-12T19:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,HNX594,5180.4,America/Los_Angeles,SC03,SC-EDISON,5149,SE490,,SOCC,Southern California Edison,ACTIVE,-118.63546,Tulare,CA,HNX,CA331,108260,231,SCE Hathily Dr,US,False,35.82596,2020-02-12T22:12:00Z,2022-06-01T09:10:00Z,,2020-02-12T22:12:00Z,2022-06-01T09:10:00Z,,2020-02-12T22:12:00Z,2022-06-01T09:10:00Z,,2020-04-30T22:13:00Z,2021-02-13T00:00:00Z,,2020-02-12T22:12:00Z,2022-06-01T09:10:00Z,,2020-02-12T22:12:00Z,2022-06-01T09:10:00Z,,2020-02-12T22:12:00Z,2022-06-01T09:10:00Z,,2020-02-12T22:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX350,252.6,America/Los_Angeles,SC08,SC-EDISON,251,SE491,,SOCC,Southern California Edison,ACTIVE,-119.75533,Santa Barbara,CA,LOX,CA350,108261,231,SCE Rose Ln,US,False,34.45266,2020-02-12T23:12:00Z,2022-06-01T09:10:00Z,,2020-02-12T23:12:00Z,2022-06-01T09:10:00Z,,2020-02-12T23:12:00Z,2022-06-01T09:10:00Z,,,,,2020-02-12T23:12:00Z,2022-06-01T09:10:00Z,,2020-02-12T23:12:00Z,2022-06-01T09:10:00Z,,2020-02-12T23:12:00Z,2022-06-01T09:10:00Z,,2020-02-12T23:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX350,328.1,America/Los_Angeles,SC08,SC-EDISON,323,SE492,,SOCC,Southern California Edison,ACTIVE,-119.73337,Santa Barbara,CA,LOX,CA350,108262,231,SCE San Roque Rd,US,False,34.44774,2020-02-12T22:12:00Z,2022-06-01T09:10:00Z,,2020-02-12T22:12:00Z,2022-06-01T09:10:00Z,,2020-02-12T22:12:00Z,2022-06-01T09:10:00Z,,,,,2020-02-12T22:12:00Z,2022-06-01T09:10:00Z,,2020-02-12T22:12:00Z,2022-06-01T09:10:00Z,,2020-02-12T22:12:00Z,2022-06-01T09:10:00Z,,2020-02-12T22:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
