MNET_SHORTNAME,NWSFIREZONE,ELEV_DEM,TIMEZONE,SGID,SHORTNAME,ELEVATION,STID,WIMS_ID,GACC,MNET_LONGNAME,STATUS,LONGITUDE,COUNTY,STATE,CWA,NWSZONE,ID,MNET_ID,NAME,COUNTRY,RESTRICTED,LATITUDE,PERIOD_OF_RECORD.start,PERIOD_OF_RECORD.end,SENSOR_VARIABLES.wind_speed.wind_speed_1.position,SENSOR_VARIABLES.wind_speed.wind_speed_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.wind_speed.wind_speed_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.air_temp.air_temp_1.position,SENSOR_VARIABLES.air_temp.air_temp_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.air_temp.air_temp_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.solar_radiation.solar_radiation_1.position,SENSOR_VARIABLES.solar_radiation.solar_radiation_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.solar_radiation.solar_radiation_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.wind_gust.wind_gust_1.position,SENSOR_VARIABLES.wind_gust.wind_gust_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.wind_gust.wind_gust_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.relative_humidity.relative_humidity_1.position,SENSOR_VARIABLES.relative_humidity.relative_humidity_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.relative_humidity.relative_humidity_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.wind_direction.wind_direction_1.position,SENSOR_VARIABLES.wind_direction.wind_direction_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.wind_direction.wind_direction_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.volt.volt_1.position,SENSOR_VARIABLES.volt.volt_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.volt.volt_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.fuel_temp.fuel_temp_1.position,SENSOR_VARIABLES.fuel_temp.fuel_temp_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.fuel_temp.fuel_temp_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.pressure.pressure_1.position,SENSOR_VARIABLES.pressure.pressure_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.pressure.pressure_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.precip_accum.precip_accum_1.position,SENSOR_VARIABLES.precip_accum.precip_accum_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.precip_accum.precip_accum_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.precip_accum_five_minute.precip_accum_five_minute_1.position,SENSOR_VARIABLES.precip_accum_five_minute.precip_accum_five_minute_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.precip_accum_five_minute.precip_accum_five_minute_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.precip_accum_one_minute.precip_accum_one_minute_1.position,SENSOR_VARIABLES.precip_accum_one_minute.precip_accum_one_minute_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.precip_accum_one_minute.precip_accum_one_minute_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.fuel_moisture.fuel_moisture_1.position,SENSOR_VARIABLES.fuel_moisture.fuel_moisture_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.fuel_moisture.fuel_moisture_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.precip_accum_one_hour.precip_accum_one_hour_1.position,SENSOR_VARIABLES.precip_accum_one_hour.precip_accum_one_hour_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.precip_accum_one_hour.precip_accum_one_hour_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.altimeter.altimeter_1.position,SENSOR_VARIABLES.altimeter.altimeter_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.altimeter.altimeter_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.precip_accum_ten_minute.precip_accum_ten_minute_1.position,SENSOR_VARIABLES.precip_accum_ten_minute.precip_accum_ten_minute_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.precip_accum_ten_minute.precip_accum_ten_minute_1.PERIOD_OF_RECORD.end
SDGE,SGX258,3028.2,America/Los_Angeles,SC11,SDGE,3028,YSASD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.67168,San Diego,CA,SGX,CA058,28902,139,Santa Ysabel North,US,False,33.11317,2010-08-30T00:00:00Z,2022-06-01T09:10:00Z,6.1,2010-08-30T00:00:00Z,2022-06-01T09:10:00Z,2,2010-08-30T00:00:00Z,2022-06-01T09:10:00Z,6.1,2010-08-30T00:00:00Z,2013-03-01T22:20:00Z,6.1,2010-08-30T00:00:00Z,2022-06-01T09:10:00Z,2,2010-08-30T00:00:00Z,2022-06-01T09:10:00Z,6.1,2010-08-30T00:00:00Z,2022-06-01T09:10:00Z,,2020-05-05T22:54:00Z,2022-06-01T09:10:00Z,,,,2,2010-08-30T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,2,2010-08-30T00:00:00Z,2013-03-14T19:10:00Z,,,
HPWREN,SGX256,8677.8,America/Los_Angeles,SC11,HPWREN,8596,HP003,,SOCC,High Performance Wireless Research and Education Network,ACTIVE,-116.4257,Riverside,CA,SGX,CA056,29048,81,Toro Peak,US,False,33.5235,2010-09-23T00:00:00Z,2022-06-01T09:03:00Z,,2010-09-23T00:00:00Z,2022-06-01T09:03:00Z,,2010-09-23T00:00:00Z,2022-06-01T09:03:00Z,,,,,2010-09-23T00:00:00Z,2022-06-01T09:03:00Z,,2010-09-23T00:00:00Z,2022-06-01T09:03:00Z,,2010-09-23T00:00:00Z,2022-06-01T09:03:00Z,,2010-09-23T00:00:00Z,2022-05-20T19:43:00Z,,,,,2010-09-23T00:00:00Z,2022-06-01T09:03:00Z,,2010-09-23T00:00:00Z,2022-05-20T19:43:00Z,,,,,,,,,,,2010-09-23T00:00:00Z,2013-08-14T16:52:00Z,,,,,,
SDGE,SGX250,652.9,America/Los_Angeles,SC08,SDGE,657,AVOSD,,SOCC,San Diego Gas and Electric,ACTIVE,-117.25465,San Diego,CA,SGX,CA050,31034,139,Avocado,US,False,33.39255,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-13T00:00:00Z,2013-03-14T19:10:00Z,6.1,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,,2019-10-10T21:53:00Z,2022-06-01T09:10:00Z,,,,2,2011-07-13T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,,,,,,
SDGE,SGX258,3264.4,America/Los_Angeles,SC11,SDGE,3253,BMSSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.48866,San Diego,CA,SGX,CA058,31035,139,Buckman Springs,US,False,32.76188,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-13T00:00:00Z,2013-03-14T19:10:00Z,6.1,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,,2019-09-12T14:23:00Z,2022-06-01T09:10:00Z,,,,2,2011-07-13T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,,,,,,
SDGE,SGX250,1187.7,America/Los_Angeles,SC11,SDGE,1207,BRJSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.68458,San Diego,CA,SGX,CA050,31036,139,Barrett Junction,US,False,32.60177,2011-01-24T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-01-24T00:00:00Z,2022-06-01T09:10:00Z,2,2011-01-24T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-01-24T00:00:00Z,2020-04-28T15:00:00Z,6.1,2011-01-24T00:00:00Z,2022-06-01T09:10:00Z,2,2011-01-24T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-01-24T00:00:00Z,2022-06-01T09:10:00Z,,2020-04-28T18:05:00Z,2022-06-01T09:10:00Z,,,,2,2011-01-24T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,,,,,,
SDGE,SGX250,2529.5,America/Los_Angeles,SC08,SDGE,2513,CCRSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.912993,San Diego,CA,SGX,CA050,31037,139,Cuca Ranch,US,False,33.301305,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-13T00:00:00Z,2013-03-14T19:10:00Z,6.1,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,,2019-09-12T14:23:00Z,2022-06-01T09:10:00Z,,,,2,2011-07-13T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,2,2011-07-13T00:00:00Z,2013-03-14T19:10:00Z,,,
SDGE,SGX250,1443.6,America/Los_Angeles,SC08,SDGE,1449,DZRSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.75807,San Diego,CA,SGX,CA050,31038,139,Dulzura,US,False,32.61490,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-13T00:00:00Z,2013-03-14T19:10:00Z,6.1,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,,2019-09-12T14:23:00Z,2022-06-01T09:10:00Z,,,,2,2011-07-13T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,2,2011-07-13T00:00:00Z,2013-03-14T19:10:00Z,,,
SDGE,SGX258,3881.2,America/Los_Angeles,SC11,SDGE,3903,GTYSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.57427,San Diego,CA,SGX,CA058,31039,139,Guatay,US,False,32.85524,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-13T00:00:00Z,2013-03-14T19:10:00Z,6.1,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,,2019-09-12T14:23:00Z,2022-06-01T09:10:00Z,,,,2,2011-07-13T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,2,2011-07-13T00:00:00Z,2013-03-14T19:10:00Z,,,
SDGE,SGX258,4012.5,America/Los_Angeles,SC11,SDGE,4012,LPTSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.40482,San Diego,CA,SGX,CA058,31040,139,La Posta,US,False,32.71158,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,,,,6.1,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-13T00:00:00Z,2022-06-01T09:10:00Z,,2019-10-11T17:13:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDGE,SGX258,2867.5,America/Los_Angeles,SC11,SDGE,2859,CMCSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.49688,San Diego,CA,SGX,CA058,31071,139,Cameron Corners,US,False,32.64739,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2013-03-01T22:20:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,,2019-09-12T14:23:00Z,2022-06-01T09:10:00Z,,,,2,2011-07-16T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,2,2011-07-16T00:00:00Z,2013-03-14T19:10:00Z,,,
SDGE,SGX258,4852.4,America/Los_Angeles,SC11,SDGE,4868,HRPSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.56062,San Diego,CA,SGX,CA058,31072,139,Harrison Park,US,False,33.03958,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2013-03-14T19:10:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,,2019-10-10T17:03:00Z,2022-06-01T09:10:00Z,,,,2,2011-07-16T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,2,2011-07-16T00:00:00Z,2013-03-04T19:40:00Z,,,
SDGE,SGX258,4799.9,America/Los_Angeles,SC11,SDGE,4800,LCMSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.59517,San Diego,CA,SGX,CA058,31073,139,Lake Cuyamaca,US,False,32.99738,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2013-03-14T18:40:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,,2019-09-12T14:23:00Z,2022-06-01T09:10:00Z,,,,2,2011-07-16T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,,,,,,
SDGE,SGX258,4773.6,America/Los_Angeles,SC11,SDGE,4740,LFRSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.528,San Diego,CA,SGX,CA058,31074,139,Lucky Five Ranch,US,False,32.9331,2011-07-20T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-20T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-20T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-20T00:00:00Z,2013-03-14T19:10:00Z,6.1,2011-07-20T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-20T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-20T00:00:00Z,2022-06-01T09:10:00Z,,2020-05-07T18:43:00Z,2022-06-01T09:10:00Z,,,,2,2011-07-20T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,,,,,,
SDGE,SGX250,1837.3,America/Los_Angeles,SC08,SDGE,1813,NHGSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.96190,San Diego,CA,SGX,CA050,31075,139,Nate Harrison Grade,US,False,33.32223,2011-01-01T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-01-01T00:00:00Z,2022-06-01T09:10:00Z,2,2011-01-01T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-01-01T00:00:00Z,2013-03-14T09:30:00Z,6.1,2011-01-01T00:00:00Z,2022-06-01T09:10:00Z,2,2011-01-01T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-01-01T00:00:00Z,2022-06-01T09:10:00Z,,2019-09-12T14:23:00Z,2022-06-01T09:10:00Z,,,,2,2011-01-01T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,,,,,,
SDGE,SGX250,3336.6,America/Los_Angeles,SC08,SDGE,3361,OTMSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.84342,San Diego,CA,SGX,CA050,31076,139,Otay Mountain,US,False,32.59926,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2013-03-14T19:10:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,,2019-09-12T14:23:00Z,2022-06-01T09:10:00Z,,,,2,2011-07-16T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,,,,,,
SDGE,SGX258,2897,America/Los_Angeles,SC11,SDGE,2887,STTSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.42356,San Diego,CA,SGX,CA058,31077,139,Shockey Truck Trail,US,False,32.63393,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2013-03-01T22:20:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,,2020-04-27T21:13:00Z,2022-06-01T09:10:00Z,,,,2,2011-07-16T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,2,2011-07-16T00:00:00Z,2013-03-14T19:10:00Z,,,
SDGE,SGX250,2221.1,America/Los_Angeles,SC11,SDGE,2236,SVLSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.70239,San Diego,CA,SGX,CA050,31078,139,Skye Valley,US,False,32.72077,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2013-03-01T22:20:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,,2019-10-25T20:53:00Z,2022-06-01T09:10:00Z,,,,2,2011-07-16T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,2,2011-07-16T00:00:00Z,2013-03-14T19:10:00Z,,,
SDGE,SGX258,3910.8,America/Los_Angeles,SC11,SDGE,3877,WDCSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.62993,San Diego,CA,SGX,CA058,31079,139,West Descanso,US,False,32.85019,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2020-05-02T16:40:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,,2020-05-08T15:35:00Z,2022-06-01T09:10:00Z,,,,2,2011-07-16T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,,,,,,
SDGE,SGX250,748,America/Los_Angeles,SC08,SDGE,744,WRBSD,,SOCC,San Diego Gas and Electric,ACTIVE,-117.12233,San Diego,CA,SGX,CA050,31080,139,West Rancho Bernardo,US,False,33.03120,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2013-03-01T22:20:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,,2019-10-25T22:33:00Z,2022-06-01T09:10:00Z,,,,2,2011-07-16T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,2,2011-07-16T00:00:00Z,2013-03-14T19:10:00Z,,,
SDGE,SGX258,3307.1,America/Los_Angeles,SC11,SDGE,3305,WSYSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.68974,San Diego,CA,SGX,CA058,31081,139,West Santa Ysabel,US,False,33.0868,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2013-03-14T07:40:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,2,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-07-16T00:00:00Z,2022-06-01T09:10:00Z,,2020-05-05T18:23:00Z,2022-06-01T09:10:00Z,,,,2,2011-07-16T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,2,2011-07-16T00:00:00Z,2013-03-14T19:10:00Z,,,
SDGE,SGX258,4357,America/Los_Angeles,SC11,SDGE,4358,CHHSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.66077,San Diego,CA,SGX,CA058,31163,139,Chihuahua Valley,US,False,33.38622,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,2,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-08-02T00:00:00Z,2013-03-01T22:20:00Z,6.1,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,2,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,,2019-10-24T22:53:00Z,2022-06-01T09:10:00Z,,,,2,2011-08-02T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,2,2011-08-02T00:00:00Z,2013-03-14T19:10:00Z,,,
SDGE,SGX258,3996.1,America/Los_Angeles,SC11,SDGE,4009,CTMSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.54971,San Diego,CA,SGX,CA058,31164,139,Corte Madera,US,False,32.78287,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,2,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-08-02T00:00:00Z,2013-03-01T22:20:00Z,6.1,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,2,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-08-02T00:00:00Z,2022-06-01T09:00:00Z,,2020-04-28T18:54:00Z,2022-06-01T09:10:00Z,,,,2,2011-08-02T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,2,2011-08-02T00:00:00Z,2013-03-04T19:40:00Z,,,
SDGE,SGX258,3234.9,America/Los_Angeles,SC11,SDGE,3242,EWNSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.62074,San Diego,CA,SGX,CA058,31165,139,East Warners,US,False,33.22648,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,2,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-08-02T00:00:00Z,2020-04-22T20:40:00Z,6.1,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,2,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,,2020-04-22T23:43:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDGE,SGX250,406.8,America/Los_Angeles,SC08,SDGE,417,HDMSD,,SOCC,San Diego Gas and Electric,ACTIVE,-117.13483,San Diego,CA,SGX,CA050,31166,139,Hodges Dam,US,False,33.04294,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,2,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-08-02T00:00:00Z,2020-04-26T19:20:00Z,6.1,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,2,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,,2020-04-27T05:05:00Z,2022-06-01T09:10:00Z,,,,2,2011-08-02T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,,,,,,
SDGE,SGX258,3336.6,America/Los_Angeles,SC11,SDGE,3378,NDCSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.64653,San Diego,CA,SGX,CA058,31168,139,North Descanso,US,False,32.88323,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,2,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-08-02T00:00:00Z,2013-03-14T19:10:00Z,6.1,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,2,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,,2019-09-12T14:23:00Z,2022-06-01T09:10:00Z,,,,2,2011-08-02T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,,,,,,
SDGE,SGX250,2519.7,America/Los_Angeles,SC11,SDGE,2535,NPTSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.58486,San Diego,CA,SGX,CA050,31169,139,North Potrero,US,False,32.62981,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,2,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,,,,6.1,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,2,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-08-02T00:00:00Z,2022-06-01T09:10:00Z,,2020-05-28T16:53:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDGE,SGX262,987.5,America/Los_Angeles,SC11,SDGE,978,NRWSD,,SOCC,San Diego Gas and Electric,ACTIVE,-116.29431,San Diego,CA,SGX,CA062,31170,139,Narrows Sub,US,False,33.13714,2011-08-05T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-08-05T00:00:00Z,2022-06-01T09:10:00Z,2,2011-08-05T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-08-05T00:00:00Z,2013-03-14T19:10:00Z,6.1,2011-08-05T00:00:00Z,2022-06-01T09:10:00Z,2,2011-08-05T00:00:00Z,2022-06-01T09:10:00Z,6.1,2011-08-05T00:00:00Z,2022-06-01T09:10:00Z,,2019-09-12T14:23:00Z,2022-06-01T09:10:00Z,,,,2,2011-08-05T00:00:00Z,2013-03-01T22:20:00Z,,,,,,,,,,,,,,,,2,2011-08-05T00:00:00Z,2013-03-14T19:10:00Z,0,2011-08-05T00:00:00Z,2013-03-14T19:10:00Z
